text,emotion
i miss him alot but im not gonna talk to him i hope,Sadness
joe and i loveee you,Happy
why are embossers so expensive can i do get one on the cheap trying to save papersource order goes in tonight sry bank account,Sadness
ouch i wont be down in miami tomorrow morning that sucks its a cruise are you driving back the next saturday,Anxiety
grandma caminker passed away today she will be missed but may she rest in peace,Sadness
we need to hang out,Normal
taking a break from sewing to do some dishes,Normal
too many cocktails last night my head hurts,Anxiety
ugh why is it so hard to upload a picture on twitter,Sadness
vaca buuu sigo en el work,Happy
no you are not having my favorite drink without me lol,Happy
just saw a dooope bmw series parked with the top backto bad it was raining,Sadness
she is thats why she never speaks to me in college i think i might just stick to unzelaif hashim dosnt shoot me,Normal
is losing money in vegas,Anxiety
sh t im getting even more sad im currently at the library and j think itll be the last one tooooo,Sadness
its been a slow day at home one of my kids is sick this little picture cheered me up,Anxiety
here comes the stormackkkk,Anxiety
why isnt my internet working,Anxiety
hopefully he wont discover all of my soap opera tweets,Happy
should not drink cheap wine,Normal
ooh thats an early start ive got bed planned for that timehaloveyoujonesy xxx,Anxiety
so sad that aki is out for the rest of the season,Anxiety
upset friday night crying,Sadness
why baby,Normal
wishing i could see nerd headline fest at depaul tonight,Anxiety
i need words of inspiration wheres and when you need them,Normal
wants to go home and see erin,Anxiety
i have no one to go to the spring show with,Anxiety
hugs im so sorry anything i can do,Anxiety
june chino hills ca the day it rained n june in socalwe had an outside grad had move it the gym,Normal
im grounded til tomorrow sorry to anyone i made plans with itll have to be tomorrow annoyed,Normal
a i hates it wen families are brokun up by humuns maybee you see him agin wun day,Angry
guilt trips feeling sick pressure stress and too much drama,Anxiety
trying to fix my sisters ipod then phoenix tomorrow morning at am hopefully ill actually get to play this tournament stupid fence,Sadness
someone fly me to reno,Normal
lumiere is not impressed with my cuddling but then again who is,Normal
not legally old enough to get a summer job outside of babysitting,Anxiety
just got zion tweet,Normal
working too hard at least graduations are over,Anxiety
just said goodbye to the younger bro,Anxiety
unfortunately your fix didnt work oh well im lovin me some peoplebrowsr anyways,Sadness
i dont get as much time here either its going to get worse now that the girls r home for summer it stinks,Angry
tickets i need my tickets where are my tickets i want my ticketttttss,Anxiety
the underwire in my bra is sticking out and poking me in the armpit,Anxiety
no health insurance is not an option,Normal
when i fell on my ass today i ripped my blue volcom boxers,Angry
ahhh i kno i saw it may th and th in newcastle and it was so good im soo excited for th june as its my bday aswell,Happy
i fear the spaceship is not long for this earth it just stranded me and edwin on the highway there was smoke,Anxiety
the stolen purse when it was new from the storesee tags still on it,Normal
some things are better left unsaid its better if only i know,Sadness
we are losing so far,Anxiety
just like me no i must confess one dark side of me is that i can be sometimes stubborn im a little morning grouch,Normal
says our power went outwhich rarely ever happensand i hadnt saved my sims game in a while,Sadness
my tv is so boring,Normal
just started feeling bad again ugh i hate it when i dont feel good,Sadness
i would love to learn trapeze ive wanted to do that since i was a kid sadly theres no place where i live that teaches,Sadness
its weird how thinking about may nd totally changed my crappy mood to happinessi miss so much,Anxiety
livin on ur own iznt nice at all i miss my mum,Sadness
oh my ex room mate is moving out today,Sadness
own nit but i cant go,Anxiety
writing reports,Normal
aww dude no fair i thought that was the point of this thing,Angry
sports car curb flat tire,Normal
sitting in bed where i will be for the weekend,Normal
crazy legs is peepin at the pool hahaha she likes graf writers not bboys sorry,Normal
to save my heart i think imma let go i can see myself getting hurt with you,Anxiety
im sorry youll get there dont worry one day at a time we should hang when youre done,Sadness
waiting for the denver game to come on but i dont think their gonna win it lakers suck lol p come on denver,Anxiety
its up now and won sorry,Anxiety
wow its hot and miserable people are probably killing themselves right about now,Happy
headed to waterfront for a quick drink with the office peepscorsen building of course was booked any suggestions,Normal
weeooow i feel fat i remember when i used to weigh that much pfffffffffffffffffffffftttttttt long time ago hahaha,Happy
i accidently dropped it amp now the screen is all messed,Anxiety
wow its like a vpl fest in front of my office right now,Normal
i get an instant sad face when i see a little kid lose their balloon,Sadness
almost made it out of the apple store with my mbp but they didnt have the replacement fan instock,Normal
i dont noe what to eat for breakfast hmmmmmmm im so hungry,Anxiety
kristen i miss you,Happy
please no more tweetmemes,Sadness
so tired and i have hours to work tomorrow,Sadness
im so glad my concert is still a week awayim getting so sick and i need the time to recover my lungs hurt so bad right now,Normal
chick fil a for dinner hopefully i feel better my head and eyes are killing me,Sadness
yep that good feeling didnt last back to sleeping for me,Normal
restoring my ipod touch seemed like euthanasia to me i was willingly killing it,Anxiety
how did day go from a good budget video imma put it on her to such a low budget video stadium music the end may be near for them,Happy
my mom has annoyed the living crap outta me so now were on aol radio looking for brooks amp dunn,Anxiety
feeeel like ima die now on my way to rainforest i need a girls spa day asap,Happy
more depressed ty very much,Sadness
headaches are dumb,Sadness
golfing ended early,Anxiety
hate to break everys heart but confirmation jus came in that austin amp sophia do not amp never had a twitter another sad day,Anxiety
st joe is dirty,Anxiety
setting up bookmarks on my new blackberry curve now anyone from work can get ahold of me at anytime,Normal
i am so so sorry to hear that he has parvo good vibes comming your way,Anxiety
sushi w well cooked veggie for preggo me now onto trolley car birthday party on mckinney ave i actially feel awake for once,Normal
oh noes melted ice cream do not want,Sadness
my bad i thought you were talking about today,Normal
layenn downuughh dunt feel well,Anxiety
it just occured to me tonight is cheris prom nighti was suppose to go with her miles makes that kind of difficult,Anxiety
